ID,TARGET,Rank
1205,-0.9530390182700408,98.0
1166,-0.2329192838417964,366.0
1512,-0.1183930190504913,523.0
1492,0.0683156749488107,893.0
1142,-2.4383476812689278,18.0
1790,0.0245345114781041,800.0
1748,0.1808503167924954,1046.0
1392,0.0706731318078364,897.0
1517,0.0613316987758138,881.0
1566,0.5401263394367543,1270.0
1646,0.4311179216946008,1235.0
1216,0.3319020189310895,1167.0
1926,-0.0869320758964907,566.0
1556,-0.0581110846784484,622.0
1540,-0.4732205718557014,220.0
1118,0.1126039719510449,967.0
1160,0.0568796984033657,873.0
2054,-0.2191448795790702,376.0
1993,0.3831484312488071,1214.0
1273,0.3732674065671897,1205.0
2112,-0.8795981453296837,110.0
1655,0.17317749828797,1041.0
1654,6.681753850368199,1491.0
2039,0.1360280200450007,1000.0
1912,-0.0792582269897454,582.0
1449,-0.1229513684589726,512.0
1457,-0.1560357640355552,465.0
1185,-0.0037157239907213,740.0
1252,0.0588814775259408,876.0
1278,0.5285700760084453,1266.0
1735,-0.0303748604156409,671.0
1544,-0.011077618172502,720.0
1413,3.43757967429277,1469.0
2085,-0.4499472000420308,226.0
1418,-4.041590368237281,2.0
1516,-0.0291003398829871,673.0
2111,-0.2454199140713592,358.0
1150,0.2482100657619334,1109.0
2047,1.0313082621926757,1367.0
1174,-0.1493757249406959,467.0
1750,-0.1187180948245445,522.0
2075,0.0739674649777497,904.0
1745,-0.0323151586664035,665.0
1788,-0.1961625607947869,403.0
1804,-0.0820215205955255,576.0
1230,0.2109241574016667,1082.0
1109,-0.2721953616816702,337.0
1053,0.3413258411615462,1180.0
1732,0.0076145492318342,773.0
1757,0.2709062805812563,1122.0
1872,-0.1309264587628666,498.0
1495,-0.5358749887638988,195.0
1473,0.1589220607931751,1031.0
1543,-0.0796023673078964,581.0
1784,0.0324318824914038,823.0
2060,0.0114678314828242,779.0
1823,0.0586110004805878,875.0
1530,1.531969011655416,1409.0
1182,-0.0444370759950523,645.0
1891,0.550671512149759,1276.0
2050,-0.164817776883091,452.0
1363,0.6322827064915906,1305.0
1532,0.0534118049639455,865.0
1088,-0.1158258995522708,527.0
1352,0.8244134563797488,1336.0
1941,-0.0280868078694112,677.0
1554,0.0240996048083952,798.0
1050,0.0514712606191935,862.0
2043,0.344851076430745,1182.0
1250,0.0121333293336874,781.0
1215,0.7976469535360804,1333.0
2073,0.3732330088918444,1204.0
1586,0.0776320785161152,910.0
1258,0.4529582572230288,1248.0
2051,-0.2094821639706843,383.0
1995,-0.1189153974884707,521.0
1933,0.0295074971921583,808.0
1747,0.4194827724098807,1228.0
1725,0.1088432952923809,959.0
1092,-0.0850312601658441,570.0
1079,0.2998329054824495,1141.0
1781,1.0448347919315792,1368.0
1510,-0.2564437535258824,345.0
1379,0.0481422083156672,853.0
1637,0.2105793859921131,1080.0
1364,-0.1928139162117378,408.0
1758,-0.1226468175695246,513.0
2125,-0.222441577561931,370.0
1604,0.1040097559579887,947.0
1737,0.1812301180613743,1048.0
1549,-0.0181810164550999,705.0
1293,-0.143491648376016,478.0
1168,0.0919276099018033,921.0
1938,-0.074795824167429,587.0
2133,-0.0318991561725277,667.0
1743,0.1332502795711639,997.0
1170,-1.8544787001363603,34.0
1398,-2.514671203788687,17.0
1467,0.0273470605582386,806.0
1105,0.2407863592307326,1103.0
2137,3.739162118744492,1473.0
1902,0.0773902320387052,908.0
1255,0.0384811612850929,837.0
1652,0.0,751.5
2055,-0.1475598446446101,470.0
2138,0.238368030275991,1101.0
1488,-1.1807500419315504,73.0
1229,0.1183017969309326,975.0
1348,0.4033734560908838,1224.0
1504,-0.698179595318733,149.0
1976,-0.1150345294152229,531.0
1562,-0.1637947237428255,453.0
2058,-0.0796059140894219,580.0
1212,0.1913298201953863,1056.0
1977,-0.1876200145764656,418.0
1927,0.0545525817283391,870.0
2070,0.1866301200692049,1050.0
1868,-0.5561965616882435,188.0
1796,1.6166937023622523,1420.0
1501,-0.3993790777710889,254.0
1385,-0.1343929156414331,494.0
1503,0.0366323638557537,833.0
1451,-0.1419110596592402,483.0
1183,-0.1598522622095826,459.0
1415,0.0951389489196846,927.0
1761,0.9355434671501164,1354.0
1863,0.3855058368698406,1216.0
1764,0.2128944273577647,1084.0
1110,0.4274240974229788,1233.0
1842,0.3686797211554901,1202.0
2034,-0.1867101498218563,420.0
1098,0.0,751.5
1826,2.6064513741952062,1452.0
1308,0.0478399012373141,851.0
1351,-0.0273559788854874,679.0
1738,0.133139584333607,994.0
1391,-0.2333862367688266,365.0
1095,-0.0873329850060783,564.0
1374,0.053383716710667,864.0
1525,0.1720373355107709,1039.0
2105,-0.2638543561320766,341.0
1598,-0.0541805703237875,626.0
1828,0.0042024869001525,766.0
1334,-0.2985770699082928,325.0
1326,0.0176471892073511,790.0
1073,-0.3652623789005739,273.0
2139,0.2331708176221168,1095.0
1307,2.119259141115843,1439.0
1057,0.1089534841719957,960.0
1455,-0.4299611461672902,232.0
2135,-0.0673405896306807,601.0
1797,-0.0953459964659494,550.0
2022,-0.9264517580882784,103.0
1448,-1.6746969416389907,44.0
1080,0.0019977023066662,760.0
1313,0.3325491238415169,1168.0
1769,-0.1347094030879191,491.0
1610,-0.5294669214037285,199.0
1792,-0.3859962025582973,263.0
1072,-0.0284640651282982,676.0
1033,-0.3765258147561002,269.0
1068,0.4370029909126993,1238.0
2066,-0.2101217657195588,382.0
1558,-0.0328707247811835,663.0
1860,0.0027223442184679,763.0
1573,-0.0248537420199976,687.0
1375,-0.0035483681718344,742.0
2115,-0.1767549108819182,435.0
1284,-0.3181422077188096,309.0
1849,0.0464035031834028,848.0
2015,0.0030179069029525,764.0
1100,-0.1421947822359958,482.0
2057,-0.1574856859027329,462.0
2064,-0.1903438743019986,412.0
1531,0.0925461576385205,923.0
1037,-0.0820022367835364,577.0
2083,-0.6669725219261599,156.0
1731,-0.8705958088175818,111.0
1070,0.3096521629706308,1148.0
1350,-0.2516436719941352,350.0
1906,1.0521171110286602,1371.0
1248,-0.0325392395969248,664.0
1951,1.1606824600844887,1376.0
1120,-0.0285749517515532,675.0
1978,-0.1800534427584713,429.0
1056,-0.0131287031847377,716.0
1983,-0.0534192312266971,628.0
1376,-2.9184856669445987,11.0
1819,0.2072725019044562,1077.0
1201,-0.0072536170001082,728.0
1386,0.1009612515859323,937.0
1962,-0.0643781065564771,605.0
2035,-0.1380614776281366,488.0
1377,3.726678114280279,1471.0
1754,0.3034113710425675,1144.0
1772,0.094365101973333,925.0
1332,-1.0096067567874412,88.0
2046,-0.3195749647211248,306.0
1973,-0.0687728514404688,599.0
1880,0.0096692749461008,777.0
1239,-0.0226770794462532,692.0
1871,-0.2173283977297961,378.0
1827,0.3497912472107946,1185.0
1563,-0.0464646441976034,642.0
1235,-0.1344100275910899,493.0
1733,0.0487040779378091,855.0
1300,-0.062797731086573,612.0
2024,0.097860643001145,932.0
1157,0.1273280263557589,988.0
1524,0.1050732030329676,952.0
1479,3.1390541377209726,1465.0
1233,0.5885194910758769,1290.0
1508,0.3278099169654725,1162.0
1143,-1.5451086961135791,49.0
2121,-0.0780097387729355,583.0
2065,-0.285126485430083,329.0
1917,0.0129962293227387,783.0
1381,0.0074046028334656,772.0
1198,-0.3174021480983595,311.0
1116,-0.2933741035590001,326.0
1497,-0.1232502960038598,510.0
1461,0.2229069056036005,1090.0
1335,0.0,751.5
1425,-0.2811165512438381,333.0
2145,-0.1768650901562258,434.0
1759,-0.2771249441370495,334.0
1173,-0.0071109013024196,729.0
1875,0.0771120760977087,907.0
1266,1.3987492620754398,1395.0
1075,-0.0301975446764796,672.0
1765,0.1621248614459826,1033.0
1411,0.0,751.5
1648,-0.1326769050590329,496.0
2001,0.0312027118214829,819.0
1476,0.0320384574329391,821.0
1138,-1.414308164132728,58.0
2081,-0.1563384659345368,464.0
1564,-0.0137358214282677,715.0
1587,0.1123673059532202,966.0
1502,0.0121129351271655,780.0
1965,-0.3568192582993152,276.0
1032,0.0080230682770152,775.0
1203,0.0438916702312569,842.0
1638,0.2534526895640419,1112.0
1269,-0.0696434508974464,598.0
1292,-2.788407858199928,12.0
1416,-0.0620049160426157,614.0
1162,4.119635124210152,1477.0
1462,-0.3259613075106198,301.0
1862,0.3678285187906164,1201.0
1905,0.0972053126606857,931.0
1791,-1.5836985271950508,48.0
1997,-0.3919621388550618,259.0
1810,-0.1735532391868046,438.0
1180,-0.6842150244493632,154.0
1137,7.786577856046542,1494.0
1567,-0.0090326035752196,722.0
2100,-0.1226336269415234,514.0
1990,0.1906157192528001,1055.0
1189,0.5819920523589303,1285.0
1584,0.0054831517773448,769.0
1384,-0.4691550661856855,221.0
1559,0.0380644476934263,836.0
2142,0.9576277935887796,1357.0
1931,0.030617364570009,815.0
1055,0.0357572628065449,831.0
1031,-0.0143412300984911,714.0
1617,0.101489471559144,938.0
1440,-0.0986142670498717,546.0
1777,0.1747702867600408,1044.0
1287,1.9117814135518425,1435.0
2126,0.3751463372066408,1207.0
1987,-0.4254738667008607,236.0
1779,-0.0114008293207926,719.0
1048,0.0031061885676728,765.0
1847,-0.3359305748680092,294.0
1890,-0.2517675601286914,349.0
1153,0.0446030585017475,845.0
1948,-0.1289572728027386,502.0
1645,-4.030636232302142,3.0
1892,-0.0355014100553671,658.0
2067,-1.6738783908062822,45.0
1387,-0.052358216045806,631.0
1580,1.463850236500836,1401.0
1249,0.1019477251315218,940.0
1383,2.620018723467941,1453.0
1228,-0.1204912994686337,517.0
1208,0.1293498930778165,990.0
2128,0.1285473234801262,989.0
1397,-0.2043520103197777,393.0
1442,0.5595949836560642,1280.0
1578,0.0330965198480892,828.0
1437,0.2012235327531393,1065.0
2069,0.5083252868834233,1262.0
1260,-0.143929519021305,477.0
1078,0.6118734348428225,1301.0
1097,0.3130085215962033,1151.0
1146,-0.2039002351180473,394.0
1964,-2.2209873540484737,23.0
1593,0.0582711713490274,874.0
1800,-0.0272757978574931,680.0
1936,-0.1406447091163596,484.0
1420,-0.1287188765404996,503.0
1225,-0.6310493227049031,167.0
1836,2.358063195788473,1445.0
2084,-0.396123720461011,257.0
1799,0.1051106312576148,954.0
1526,-0.1657583397162122,448.0
1921,-0.0610319701561727,615.0
1027,-0.0215479106107241,697.0
1981,-0.0250816447556268,685.0
1456,0.090353008833855,919.0
1867,-0.1943069565917564,405.0
1330,-0.2103172513471044,381.0
2146,-0.0203031342892042,701.0
1443,0.2355673783953747,1098.0
1130,0.0546752999617934,871.0
1193,-0.0539922408117844,627.0
1734,-0.0181766868752873,706.0
1372,-0.0979028833484152,547.0
1405,0.2467676945797175,1107.0
2002,-0.8858006618694314,108.0
1980,-0.1308835005624561,499.0
1094,0.0536518399943934,867.0
1934,-1.861136752315092,33.0
1803,-1.8014218143611442,37.0
1533,-0.0438401575483196,646.0
1423,0.2795339478559069,1126.0
1030,-0.0488175597130015,636.0
1624,-0.1923528083380526,410.0
1625,-0.030879542233631,668.0
1879,0.2546783097460069,1114.0
1622,0.1121800057527226,965.0
1207,0.0590476830856412,877.0
1209,0.7669923289059513,1326.0
1832,0.450276034378997,1245.0
1568,0.0227591523925241,795.0
1134,-0.5016558269639599,214.0
1876,2.271506244415918,1442.0
1139,0.1032069076791701,944.0
2123,0.144098472583056,1006.0
1911,-0.3551875380079332,279.0
1763,0.1729436758073272,1040.0
1288,0.0494696202765264,857.0
1839,-0.1249531819505346,506.0
1275,0.4853513788780118,1255.0
1464,-0.2842134201248948,331.0
1453,-0.6114027507717267,175.0
1982,0.0302450775871433,811.0
1428,0.0948474913725597,926.0
1851,6.094297093901249,1489.0
1756,1.33738033913531,1390.0
1366,1.5260037944695437,1408.0
1156,-0.4655104799405332,224.0
1960,-0.8347140594410306,118.0
1081,0.0978682270379194,933.0
1649,0.1812127214812662,1047.0
1253,-0.3859093243772148,264.0
1447,-0.024934224286642,686.0
1091,0.0988867608307274,935.0
1548,0.1263785105246793,986.0
1831,1.7048395685479911,1424.0
1975,0.3906493519658994,1218.0
1090,0.0240871524123741,797.0
1843,0.2054735970968143,1073.0
1360,0.0090877776734231,776.0
1219,0.3810734311083479,1213.0
2117,-3.579195661060448,6.0
1179,-0.0633694831342359,611.0
1188,0.1745169132746823,1043.0
1132,2.1332317679055874,1440.0
2124,-0.0052696086207024,735.0
1822,0.1028472742007821,943.0
2082,0.9512920127130176,1356.0
1274,-0.4134741120068759,240.0
1894,0.1106038982785562,963.0
1123,-0.806519406653124,124.0
2012,-1.5386335740304964,50.0
1086,0.2741455977722489,1125.0
1621,-0.4130981265701279,241.0
2045,-0.3122850951983978,316.0
2110,0.1331856415441862,995.0
1949,1.9768145455603297,1438.0
1426,-0.1987311804984774,399.0
1103,-0.0320756802880105,666.0
1096,0.1049157872831339,951.0
1435,-0.0190744163190597,703.0
1165,-0.90624813963732,105.0
1133,1.4000026498727791,1396.0
1046,0.1741715094470439,1042.0
1528,-0.0469728448500607,640.0
2027,1.8002637842160696,1429.0
1861,-2.0363089098186062,26.0
1370,0.1834108393721853,1049.0
1602,-0.0948498104643428,552.0
1297,-1.2963332045316116,63.0
1929,0.7900659364234193,1331.0
1234,0.5393499445586446,1269.0
1969,-0.6332266114131673,166.0
1727,-0.1190756791841793,520.0
2053,-0.6863790274074284,153.0
2074,-0.1096319544682219,537.0
1111,-0.3014328052941887,322.0
1620,0.533219587096887,1267.0
1859,-0.0589233092449205,621.0
1945,-0.1683535476314359,443.0
1616,-0.0289206267274922,674.0
1306,0.3601597349714965,1191.0
1065,0.1565745741397572,1026.0
1640,1.5744100083155168,1414.0
1128,-3.5179024077234646,7.0
1840,-0.1651606017191333,450.0
1583,-0.0363971852585491,656.0
1169,-1.105775684018789,80.0
1581,-0.1116787936203588,533.0
1445,-0.0201779390449242,702.0
2093,0.056075814490358,872.0
2052,4.199754624066625,1478.0
1576,-0.0433873754373615,648.0
1051,0.082465242742083,913.0
1853,-1.022690068162254,85.0
1609,-0.2489997171544637,354.0
2036,0.1566246779406468,1027.0
1925,-0.0949821328142924,551.0
1506,0.5855456460121199,1288.0
1319,0.4721104860190436,1252.0
1498,1.877651310551516,1433.0
1572,-0.0062020355455012,731.0
1459,-0.2822118773613684,332.0
1577,0.1017295914406093,939.0
2029,0.5171902864476661,1265.0
1045,0.0208667823827881,793.0
1071,0.0399917243109661,838.0
2091,0.0324883271941865,824.0
1736,-0.7049434624604519,145.0
1592,-0.0507306883400237,634.0
1226,0.3860308007238704,1217.0
1970,0.2833482920728566,1130.0
1333,-0.5868676208637797,181.0
1472,-1.016041042910534,86.0
1596,-0.0059020385780346,733.0
1829,0.3558177880222606,1188.0
1739,-0.0031665447066927,744.0
1857,0.376436023881784,1208.0
1943,0.0481508042959739,854.0
1076,0.1332458287593722,996.0
1315,0.1099803714981048,961.0
2017,1.4725866223191295,1402.0
1357,1.005468933170814,1362.0
1856,-0.4268534615180445,235.0
1281,0.088895009855855,918.0
1513,0.1241057758888265,983.0
1204,0.0474378213078081,850.0
1346,-0.317920204808273,310.0
1837,0.650135468359047,1306.0
1121,-0.0179203182360677,707.0
1402,-0.5407252019901461,194.0
1749,-0.1679633513008815,444.0
1883,-0.0708411918416015,595.0
1972,-0.1878718682929803,415.0
1309,-0.199549815781533,396.0
2048,0.0625722970261652,882.0
1270,0.3847139399014405,1215.0
1279,-0.0039202311275543,739.0
1522,-0.0638302406963516,608.0
1882,0.93360856420472,1353.0
1353,-0.5274675899634603,200.0
1957,0.2009054615149124,1064.0
1066,-0.0893177954088196,562.0
1327,2.575976368425104,1451.0
1136,0.092026074021544,922.0
2059,-0.1581176093039566,461.0
1612,-0.5241852594193712,203.0
1286,-0.2493859143359585,353.0
1588,0.0535192558730003,866.0
1328,-0.2052068990211122,389.0
1909,-0.689365208549806,152.0
1163,-0.3673921981944186,271.0
1316,-0.0218999726403202,694.0
1877,-0.5834998876750088,182.0
1766,0.5425245227119305,1271.0
1186,-2.4318255061875624,19.0
1798,-0.0707747718910266,596.0
1064,0.13532448101066,999.0
2068,0.3534174922145418,1187.0
1864,0.1433450605685801,1004.0
2102,-1.511113540254561,53.0
1963,0.0076175089647179,774.0
2131,0.0205085700549887,792.0
1049,0.0296231537780269,809.0
1141,-0.1877497143849135,417.0
1324,0.1693791756141858,1036.0
1176,-0.2264956701152907,368.0
1345,-0.3259502499730545,302.0
1511,0.0237482747410644,796.0
2025,0.1556893412585117,1024.0
1191,-0.1787794848339245,430.0
1192,-0.48962254297868,217.0
2056,0.0716297785397424,899.0
1538,-0.0521245745676266,632.0
2078,-0.1039804563606746,540.0
1267,-1.3331150904321734,61.0
1848,0.2116841900481017,1083.0
1262,-0.5767950029873511,183.0
1505,1.047058038764355,1369.0
1378,-2.328779320092843,21.0
1817,0.050094195087029,860.0
1321,0.2299694804589743,1094.0
1952,-0.2648527196480141,339.0
1896,-0.3440032676752577,285.0
1483,0.978181860135656,1358.0
1140,0.3221475906069079,1156.0
1484,0.2379984274040587,1099.0
1768,-0.0608787263776232,616.0
1254,0.1558638585348807,1025.0
1218,-0.0946858842800785,553.0
1776,0.1082773541571139,957.0
1401,0.8276360990781674,1337.0
1728,0.0496183358318719,858.0
1454,-0.6409171181955207,163.0
